Purpose_of_flight,Total_Fatal_Injuries,Broad_phase_of_flight,year
Personal,0,,2020
Personal,1,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,4,,2020
Personal,0,,2020
Flight Test,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Business,8,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,2,,2020
EXLD,1,,2020
Personal,0,,2020
Personal,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
,0,,2020
Personal,0,,2020
Aerial Application,1,,2020
Aerial Application,1,,2020
Aerial Observation,0,,2020
Instructional,0,,2020
,0,,2020
,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Ferry,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Firefighting,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
EXLD,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
EXLD,0,,2020
Business,0,,2020
Personal,0,,2020
BANT,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,1,,2020
Flight Test,1,,2020
Positioning,0,,2020
,0,,2020
Personal,0,,2020
Business,1,,2020
Personal,0,,2020
Aerial Application,1,,2020
Personal,0,,2020
Personal,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Aerial Application,1,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Business,2,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Business,1,,2020
Firefighting,2,,2020
Instructional,0,,2020
,7,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Business,0,,2020
Business,0,,2020
Business,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Instructional,0,,2020
BANT,0,,2020
Personal,0,,2020
EXLD,0,,2020
PUBU,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Observation,3,,2020
Personal,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Flight Test,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Personal,0,,2020
,0,,2020
Firefighting,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Positioning,1,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,1,,2020
Aerial Application,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Business,0,,2020
,0,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
EXLD,1,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
,2,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,2,,2020
Instructional,0,,2020
Personal,0,,2020
Business,2,,2020
Skydiving,0,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,3,,2020
Personal,0,,2020
GLDT,0,,2020
Business,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,1,,2020
Personal,1,,2020
Aerial Application,0,,2020
Unknown,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,4,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
,0,,2020
Positioning,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,3,,2020
Instructional,0,,2020
Personal,0,,2020
EXLD,0,,2020
Personal,1,,2020
Personal,1,,2020
,0,,2020
BANT,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,2,,2020
Personal,2,,2020
Personal,2,,2020
Personal,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Business,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,3,,2020
Personal,4,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Firefighting,1,,2020
Personal,0,,2020
Aerial Application,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Flight Test,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,0,,2020
Personal,0,,2020
Public Aircraft - Local,0,,2020
Other Work Use,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,0,,2020
Unknown,0,,2020
Personal,0,,2020
Personal,0,,2020
Flight Test,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Business,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Instructional,0,,2020
Positioning,0,,2020
Other Work Use,0,,2020
EXLD,0,,2020
Positioning,0,,2020
Personal,0,,2020
Personal,2,,2020
Positioning,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,3,,2020
Other Work Use,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
,0,,2020
Ferry,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,1,,2020
Instructional,2,,2020
Personal,1,,2020
Personal,0,,2020
Personal,2,,2020
Positioning,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Public Aircraft - Federal,0,,2020
Positioning,0,,2020
Personal,0,,2020
Business,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
Business,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,2,,2020
Aerial Application,0,,2020
Personal,0,,2020
Instructional,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Flight Test,0,,2020
Personal,0,,2020
Instructional,0,,2020
Business,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,2,,2020
Personal,2,,2020
Personal,1,,2020
Executive/corporate,0,,2020
Personal,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Executive/corporate,0,,2020
Personal,1,,2020
Personal,2,,2020
Flight Test,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
EXLD,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2021
Personal,0,,2021
Personal,3,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,2,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,1,,2021
Other Work Use,0,,2021
Positioning,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Instructional,0,,2021
Personal,0,,2021
,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Instructional,0,,2021
,1,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
EXLD,0,,2021
Instructional,0,,2021
Aerial Observation,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,1,,2021
Instructional,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,1,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,2,,2021
Personal,0,,2021
Personal,0,,2021
BANT,0,,2021
Business,2,,2021
Other Work Use,0,,2021
Personal,0,,2021
Public Aircraft - Federal,0,,2021
Personal,0,,2021
Personal,2,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,2,,2021
,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,0,,2021
Flight Test,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
,0,,2021
Personal,0,,2021
Personal,1,,2021
Ferry,2,,2021
Personal,0,,2021
Instructional,0,,2021
Business,0,,2021
Personal,1,,2021
Positioning,0,,2021
Personal,0,,2021
,0,,2021
Personal,2,,2021
Personal,0,,2021
Personal,0,,2021
Executive/corporate,0,,2021
Personal,1,,2021
Public Aircraft - Local,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
PUBU,0,,2021
Personal,0,,2021
,0,,2021
Personal,3,,2021
Instructional,0,,2021
Aerial Observation,0,,2021
Instructional,0,,2021
Other Work Use,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Positioning,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Instructional,0,,2021
,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,2,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
PUBU,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
EXLD,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Observation,0,,2021
Instructional,0,,2021
,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Other Work Use,5,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,1,,2021
Other Work Use,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,1,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Positioning,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,2,,2021
Personal,0,,2021
Personal,2,,2021
Personal,0,,2021
Instructional,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Flight Test,1,,2021
Personal,0,,2021
Personal,0,,2021
Positioning,0,,2021
Personal,0,,2021
Other Work Use,0,,2021
Personal,2,,2021
Instructional,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Positioning,0,,2021
Personal,1,,2021
Instructional,0,,2021
Personal,2,,2021
Personal,4,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Executive/corporate,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,3,,2021
Aerial Observation,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,1,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Other Work Use,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,3,,2021
Executive/corporate,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,1,,2021
EXLD,0,,2021
Instructional,0,,2021
Personal,0,,2021
Other Work Use,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Other Work Use,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Other Work Use,0,,2021
Positioning,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Aerial Observation,1,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Aerial Application,1,,2021
Personal,0,,2021
,1,,2021
Other Work Use,0,,2021
Personal,0,,2021
Aerial Observation,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
,0,,2021
Personal,0,,2021
Personal,2,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
PUBU,1,,2021
Personal,0,,2021
Instructional,1,,2021
Flight Test,4,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Aerial Application,0,,2021
Personal,0,,2021
Personal,2,,2021
,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,7,,2021
Instructional,2,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Instructional,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Business,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Positioning,0,,2021
Business,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,2,,2021
Personal,1,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,0,,2021
Instructional,0,,2021
Aerial Observation,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Instructional,0,,2021
Personal,0,,2021
Personal,0,,2021
Personal,1,,2021
Personal,1,,2021
